internal_id,Award ID,Recipient Name,Start Date,End Date,Award Amount,Awarding Agency,Awarding Sub Agency,Contract Award Type,Award Description,NAICS Code,NAICS Description,Place of Performance City Code,Place of Performance State Code,Place of Performance Country Code,awarding_agency_id,agency_slug,generated_internal_id
309507619,N0002418C2305,BATH IRON WORKS CORPORATION,2018-09-27,2030-12-20,5338956970.86,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,ME,USA,1173,department-of-defense,CONT_AWD_N0002418C2305_9700_-NONE-_-NONE-
298554025,FA861520F0001,LOCKHEED MARTIN CORPORATION,2020-08-14,2029-12-31,5212953429.32,Department of Defense,Department of the Air Force,DELIVERY ORDER,,,,,TX,USA,1173,department-of-defense,CONT_AWD_FA861520F0001_9700_FA861520D6052_9700
309526905,N0003904C2009,LOCKHEED MARTIN CORP,2004-09-24,2022-08-18,5178428982.51,Department of Defense,Defense Contract Management Agency,DEFINITIVE CONTRACT,,,,,CA,USA,1173,department-of-defense,CONT_AWD_N0003904C2009_9700_-NONE-_-NONE-
307253969,HQ085621C0001,LOCKHEED MARTIN CORPORATION,2021-03-25,2031-03-31,5087761430.18,Department of Defense,Missile Defense Agency,DEFINITIVE CONTRACT,,,,,AL,USA,1173,department-of-defense,CONT_AWD_HQ085621C0001_9700_-NONE-_-NONE-
309512931,N0002423C2305,BATH IRON WORKS CORPORATION,2023-08-01,2034-02-28,5075716991.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,ME,USA,1173,department-of-defense,CONT_AWD_N0002423C2305_9700_-NONE-_-NONE-
349003349,W52P1J09C0013,"BECHTEL PARSONS BLUE GRASS, A JOINT VENTURE",2009-03-19,2028-04-03,5030576178.6,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,,,,KY,USA,1173,department-of-defense,CONT_AWD_W52P1J09C0013_9700_-NONE-_-NONE-
309504836,N0002411C2300,LOCKHEED MARTIN CORPORATION,2010-12-29,2026-12-31,4980508595.15,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,MD,USA,1173,department-of-defense,CONT_AWD_N0002411C2300_9700_-NONE-_-NONE-
309514559,N0002424C2110,ELECTRIC BOAT CORPORATION,2023-10-13,2035-09-30,4960017500.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,CT,USA,1173,department-of-defense,CONT_AWD_N0002424C2110_9700_-NONE-_-NONE-
309505523,N0002413C2305,BATH IRON WORKS CORPORATION,2013-06-03,2027-01-31,4943797753.56,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,ME,USA,1173,department-of-defense,CONT_AWD_N0002413C2305_9700_-NONE-_-NONE-
309500320,N0001993C0006,BELL HELICOPTER TEXTRON INC,1992-10-15,2017-06-30,4885212163.54,Department of Defense,Defense Contract Management Agency,DEFINITIVE CONTRACT,,,,,TX,USA,1173,department-of-defense,CONT_AWD_N0001993C0006_9700_-NONE-_-NONE-
309497350,N0001921C0011,RTX CORPORATION,2020-12-01,2030-02-28,4865962075.84,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,CT,USA,1173,department-of-defense,CONT_AWD_N0001921C0011_9700_-NONE-_-NONE-
349073151,W58RGZ13C0002,THE BOEING COMPANY,2013-06-10,2022-12-20,4864238445.89,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,,,,PA,USA,1173,department-of-defense,CONT_AWD_W58RGZ13C0002_9700_-NONE-_-NONE-
349003552,W52P1J10C0062,VECTRUS SYSTEMS LLC,2010-09-29,2023-08-28,4815704492.89,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,,,,,KWT,1173,department-of-defense,CONT_AWD_W52P1J10C0062_9700_-NONE-_-NONE-
309507632,N0002418C2406,HUNTINGTON INGALLS INCORPORATED,2018-08-02,2031-03-01,4722995757.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,MS,USA,1173,department-of-defense,CONT_AWD_N0002418C2406_9700_-NONE-_-NONE-
349075739,W58RGZ22C0010,SIKORSKY AIRCRAFT CORPORATION,2022-06-26,2027-12-31,4695788015.84,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,,,,CT,USA,1173,department-of-defense,CONT_AWD_W58RGZ22C0010_9700_-NONE-_-NONE-
311267297,NAS1510110,RUSSIA SPACE AGENCY,1993-12-16,2028-12-31,4682328998.9,National Aeronautics and Space Administration,National Aeronautics and Space Administration,DEFINITIVE CONTRACT,,,,,,RUS,862,national-aeronautics-and-space-administration,CONT_AWD_NAS1510110_8000_-NONE-_-NONE-
274285779,0089,"KBR SERVICES, LLC",2005-06-13,2012-12-31,4609561500.42,Department of Defense,Department of the Army,DELIVERY ORDER,,,,,,IRQ,1173,department-of-defense,CONT_AWD_0089_9700_DAAA0902D0007_9700
348948245,W31P4Q19C0011,LOCKHEED MARTIN CORPORATION,2018-12-21,2027-03-31,4583057418.88,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,,,,TX,USA,1173,department-of-defense,CONT_AWD_W31P4Q19C0011_9700_-NONE-_-NONE-
309518479,N0002498C2104,HUNTINGTON INGALLS INC,1999-11-03,2023-05-17,4563665299.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,VA,USA,1173,department-of-defense,CONT_AWD_N0002498C2104_9700_-NONE-_-NONE-
298615133,FA880708C0010,LOCKHEED MARTIN CORP,2008-05-15,2027-08-30,4545479948.53,Department of Defense,Defense Contract Management Agency,DEFINITIVE CONTRACT,,,,,CO,USA,1173,department-of-defense,CONT_AWD_FA880708C0010_9700_-NONE-_-NONE-
349003348,W52P1J09C0012,"BECHTEL NATIONAL, INC.",2009-03-18,2028-01-27,4543287718.31,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,,,,CO,USA,1173,department-of-defense,CONT_AWD_W52P1J09C0012_9700_-NONE-_-NONE-
309504152,N0002409C2116,HUNTINGTON INGALLS INC,2009-01-15,2025-07-31,4515783647.83,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,VA,USA,1173,department-of-defense,CONT_AWD_N0002409C2116_9700_-NONE-_-NONE-
309506171,N0002415C2114,HUNTINGTON INGALLS INC,2015-06-05,2025-07-31,4500863792.12,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,VA,USA,1173,department-of-defense,CONT_AWD_N0002415C2114_9700_-NONE-_-NONE-
298615145,FA880710C0001,RAYTHEON COMPANY,2010-02-25,2027-03-31,4485110624.14,Department of Defense,Department of the Air Force,DEFINITIVE CONTRACT,,,,,CO,USA,1173,department-of-defense,CONT_AWD_FA880710C0001_9700_-NONE-_-NONE-
295476975,DEAC3010CC40017,FLUOR-BWXT PORTSMOUTH LLC,2010-08-16,2025-09-30,4465824270.16,Department of Energy,Department of Energy,DEFINITIVE CONTRACT,,,,,OH,USA,930,department-of-energy,CONT_AWD_DEAC3010CC40017_8900_-NONE-_-NONE-
309504837,N0002411C2301,"AUSTAL USA, LLC",2010-12-29,2024-03-28,4462893976.64,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,AL,USA,1173,department-of-defense,CONT_AWD_N0002411C2301_9700_-NONE-_-NONE-
349583399,W9124G17C0104,"M1 SUPPORT SERVICES, L.P.",2017-10-01,2027-01-17,4445169652.43,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,,,,AL,USA,1173,department-of-defense,CONT_AWD_W9124G17C0104_9700_-NONE-_-NONE-
307240074,HQ014719C0004,THE BOEING COMPANY,2019-03-18,2025-12-31,4442838457.3,Department of Defense,Missile Defense Agency,DEFINITIVE CONTRACT,,,,,AL,USA,1173,department-of-defense,CONT_AWD_HQ014719C0004_9700_-NONE-_-NONE-
311426432,NNM07AA75C,NORTHROP GRUMMAN SYSTEMS CORPORATION,2006-04-17,2026-12-31,4430784857.0,National Aeronautics and Space Administration,National Aeronautics and Space Administration,DEFINITIVE CONTRACT,,,,,UT,USA,862,national-aeronautics-and-space-administration,CONT_AWD_NNM07AA75C_8000_-NONE-_-NONE-
298557807,FA862511C6597,LOCKHEED MARTIN CORP,2011-02-01,2028-08-31,4410630126.34,Department of Defense,Defense Contract Management Agency,DEFINITIVE CONTRACT,,,,,GA,USA,1173,department-of-defense,CONT_AWD_FA862511C6597_9700_-NONE-_-NONE-
309495867,N0001919C0010,LOCKHEED MARTIN CORPORATION,2018-11-15,2027-04-01,4329669752.97,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,TX,USA,1173,department-of-defense,CONT_AWD_N0001919C0010_9700_-NONE-_-NONE-
309509771,N0002420C2120,ELECTRIC BOAT CORPORATION,2019-10-13,2028-06-30,4315002657.5,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,CT,USA,1173,department-of-defense,CONT_AWD_N0002420C2120_9700_-NONE-_-NONE-
348946302,W31P4Q14C0034,LOCKHEED MARTIN CORPORATION,2013-12-31,2023-03-31,4241697570.25,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,,,,TX,USA,1173,department-of-defense,CONT_AWD_W31P4Q14C0034_9700_-NONE-_-NONE-
307885638,HT940213C0009,THE JOHNS HOPKINS MEDICAL SERVICES CORPORATION,2013-10-01,2023-09-30,4179844458.04,Department of Defense,Defense Health Agency,DEFINITIVE CONTRACT,,,,,MD,USA,1173,department-of-defense,CONT_AWD_HT940213C0009_9700_-NONE-_-NONE-
309499875,N0001925C0070,LOCKHEED MARTIN CORPORATION,2024-11-22,2031-05-30,4144374176.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,TX,USA,1173,department-of-defense,CONT_AWD_N0001925C0070_9700_-NONE-_-NONE-
298615225,FA880718C0009,LOCKHEED MARTIN CORP,2018-09-26,2037-01-31,4094453903.35,Department of Defense,Department of the Air Force,DEFINITIVE CONTRACT,,,,,CO,USA,1173,department-of-defense,CONT_AWD_FA880718C0009_9700_-NONE-_-NONE-
298557840,FA862516C6599,THE BOEING COMPANY,2016-01-04,2028-07-31,4018013174.81,Department of Defense,Defense Contract Management Agency,DEFINITIVE CONTRACT,,,,,WA,USA,1173,department-of-defense,CONT_AWD_FA862516C6599_9700_-NONE-_-NONE-
309521026,N0003019C0025,LOCKHEED MARTIN CORP,2018-12-20,2026-05-31,4008737351.62,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,CO,USA,1173,department-of-defense,CONT_AWD_N0003019C0025_9700_-NONE-_-NONE-
298560098,FA863423F0048,THE BOEING COMPANY,2023-09-27,2029-04-30,3933015048.3,Department of Defense,Department of the Air Force,DELIVERY ORDER,,,,,MO,USA,1173,department-of-defense,CONT_AWD_FA863423F0048_9700_FA863420D2704_9700
295530523,DESC0004645,UCOR LLC,2011-04-29,2021-07-31,3900788934.07,Department of Energy,Department of Energy,DEFINITIVE CONTRACT,,,,,TN,USA,930,department-of-energy,CONT_AWD_DESC0004645_8900_-NONE-_-NONE-
309493859,N0001908C0028,LOCKHEED MARTIN CORPORATION,2008-05-14,2021-06-08,3829164350.67,Department of Defense,Defense Contract Management Agency,DEFINITIVE CONTRACT,,,,,TX,USA,1173,department-of-defense,CONT_AWD_N0001908C0028_9700_-NONE-_-NONE-
298557912,FA862518F7027,LOCKHEED MARTIN CORP,2018-07-19,2026-04-30,3809704361.36,Department of Defense,Department of the Air Force,DELIVERY ORDER,,,,,GA,USA,1173,department-of-defense,CONT_AWD_FA862518F7027_9700_FA862516D6458_9700
309315404,M6785416C0006,BAE SYSTEMS LAND AND ARMAMENTS L.P.,2015-11-24,2028-06-30,3744444171.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,PA,USA,1173,department-of-defense,CONT_AWD_M6785416C0006_9700_-NONE-_-NONE-
309510654,N0002421C2106,HUNTINGTON INGALLS INC,2021-02-19,2026-10-06,3718736971.67,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,VA,USA,1173,department-of-defense,CONT_AWD_N0002421C2106_9700_-NONE-_-NONE-
297766361,F3365791C0006,LOCKHEED MARTIN AERONAUTICAL SYSTEMS SUPPORT COMPANY,1997-02-05,2006-09-30,3693487225.0,Department of Defense,Defense Contract Management Agency,DEFINITIVE CONTRACT,,,,,TX,USA,1173,department-of-defense,CONT_AWD_F3365791C0006_9700_-NONE-_-NONE-
298449145,FA820518F0001,LOCKHEED MARTIN CORPORATION,2018-01-01,2027-04-30,3667251155.64,Department of Defense,Department of the Air Force,DELIVERY ORDER,,,,,TX,USA,1173,department-of-defense,CONT_AWD_FA820518F0001_9700_FA820518D0001_9700
298553471,FA861108C2896,RTX CORPORATION,2008-01-01,2022-05-31,3648685783.01,Department of Defense,Department of the Air Force,DEFINITIVE CONTRACT,,,,,CT,USA,1173,department-of-defense,CONT_AWD_FA861108C2896_9700_-NONE-_-NONE-
349076201,W58RGZ23C0001,BELL TEXTRON INC,2022-12-05,2031-04-05,3631467985.93,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,,,,TX,USA,1173,department-of-defense,CONT_AWD_W58RGZ23C0001_9700_-NONE-_-NONE-
309499292,N0001924C0009,SIKORSKY AIRCRAFT CORPORATION,2023-12-15,2034-02-28,3605014855.38,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,CT,USA,1173,department-of-defense,CONT_AWD_N0001924C0009_9700_-NONE-_-NONE-
307885641,HT940213C0012,MARTINS POINT HEALTH CARE INC,2013-10-01,2023-09-30,3588918410.11,Department of Defense,Defense Health Agency,DEFINITIVE CONTRACT,,,,,ME,USA,1173,department-of-defense,CONT_AWD_HT940213C0012_9700_-NONE-_-NONE-
298615926,FA881606C0002,"UNITED LAUNCH SERVICES, LLC",2006-02-28,2013-12-31,3583485319.19,Department of Defense,Defense Contract Management Agency,DEFINITIVE CONTRACT,,,,,CO,USA,1173,department-of-defense,CONT_AWD_FA881606C0002_9700_-NONE-_-NONE-
295476272,DEAC0609RL14728,"MISSION SUPPORT ALLIANCE, LLC",2009-04-28,2021-01-24,3557405197.21,Department of Energy,Department of Energy,DEFINITIVE CONTRACT,,,,,WA,USA,930,department-of-energy,CONT_AWD_DEAC0609RL14728_8900_-NONE-_-NONE-
292027616,89233224CNA000004,"PANTEXAS DETERRENCE, LLC",2024-06-13,2029-11-14,3537634605.97,Department of Energy,Department of Energy,DEFINITIVE CONTRACT,,,,,TX,USA,930,department-of-energy,CONT_AWD_89233224CNA000004_8900_-NONE-_-NONE-
295219519,DAAH2302C0006,SIKORSKY AIRCRAFT CORPORATION,2002-09-26,2020-01-31,3518890935.97,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,,,,CT,USA,1173,department-of-defense,CONT_AWD_DAAH2302C0006_9700_-NONE-_-NONE-
291495038,75ACF121C00020,RAPID DEPLOYMENT INC,2021-03-24,2025-09-30,3516373311.63,Department of Health and Human Services,Administration for Children and Families,DEFINITIVE CONTRACT,,,,,TX,USA,806,department-of-health-and-human-services,CONT_AWD_75ACF121C00020_7590_-NONE-_-NONE-
349075358,W58RGZ21C0015,THE BOEING COMPANY,2021-06-18,2028-12-31,3473342446.55,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,,,,AZ,USA,1173,department-of-defense,CONT_AWD_W58RGZ21C0015_9700_-NONE-_-NONE-
298615546,FA881018C0006,NORTHROP GRUMMAN SYSTEMS CORPORATION,2018-06-25,2031-04-11,3443980501.13,Department of Defense,Department of the Air Force,DEFINITIVE CONTRACT,,,,,CA,USA,1173,department-of-defense,CONT_AWD_FA881018C0006_9700_-NONE-_-NONE-
309497998,N0001922C0004,SIKORSKY AIRCRAFT CORPORATION,2021-12-06,2028-12-31,3423079306.96,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,CT,USA,1173,department-of-defense,CONT_AWD_N0001922C0004_9700_-NONE-_-NONE-
297927564,FA283424CB002,"SIERRA NEVADA COMPANY, LLC",2024-04-26,2032-10-29,3397359664.05,Department of Defense,Department of the Air Force,DEFINITIVE CONTRACT,,,,,CO,USA,1173,department-of-defense,CONT_AWD_FA283424CB002_9700_-NONE-_-NONE-
309508742,N0002419C2114,"BECHTEL PLANT MACHINERY, INC.",2018-11-30,2032-09-30,3376284837.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,PA,USA,1173,department-of-defense,CONT_AWD_N0002419C2114_9700_-NONE-_-NONE-
309507618,N0002418C2301,LOCKHEED MARTIN CORPORATION,2018-03-02,2029-02-28,3358164279.83,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,MD,USA,1173,department-of-defense,CONT_AWD_N0002418C2301_9700_-NONE-_-NONE-
309505524,N0002413C2307,HUNTINGTON INGALLS INCORPORATED,2013-06-03,2027-03-31,3345822881.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,MS,USA,1173,department-of-defense,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-
309506502,N0002416C2427,HUNTINGTON INGALLS INCORPORATED,2016-06-30,2026-12-31,3319287897.4,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,MS,USA,1173,department-of-defense,CONT_AWD_N0002416C2427_9700_-NONE-_-NONE-
309503106,N0002406C2303,BATH IRON WORKS CORPORATION,2006-08-08,2021-12-26,3309817048.63,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,ME,USA,1173,department-of-defense,CONT_AWD_N0002406C2303_9700_-NONE-_-NONE-
307253524,HQ085124C0001,RAYTHEON COMPANY,2024-07-25,2031-02-28,3298946355.0,Department of Defense,Defense Contract Management Agency,DEFINITIVE CONTRACT,,,,,AZ,USA,1173,department-of-defense,CONT_AWD_HQ085124C0001_9700_-NONE-_-NONE-
311432673,NNM16AA02C,"AEROJET ROCKETDYNE OF DE, INC",2015-11-01,2029-09-30,3272481574.49,National Aeronautics and Space Administration,National Aeronautics and Space Administration,DEFINITIVE CONTRACT,,,,,CA,USA,862,national-aeronautics-and-space-administration,CONT_AWD_NNM16AA02C_8000_-NONE-_-NONE-
309511562,N0002422C5500,RAYTHEON COMPANY,2022-03-31,2030-01-30,3265755418.12,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,MA,USA,1173,department-of-defense,CONT_AWD_N0002422C5500_9700_-NONE-_-NONE-
348947770,W31P4Q18C0130,LOCKHEED MARTIN CORPORATION,2018-09-29,2025-05-31,3158372223.06,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,,,,FL,USA,1173,department-of-defense,CONT_AWD_W31P4Q18C0130_9700_-NONE-_-NONE-
309509783,N0002420C2437,HUNTINGTON INGALLS INCORPORATED,2020-04-30,2030-12-31,3155693794.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,MS,USA,1173,department-of-defense,CONT_AWD_N0002420C2437_9700_-NONE-_-NONE-
309494356,N0001914C0032,THE BOEING COMPANY,2014-06-30,2019-06-30,3154449062.9,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,MO,USA,1173,department-of-defense,CONT_AWD_N0001914C0032_9700_-NONE-_-NONE-
298449269,FA820523F0501,LOCKHEED MARTIN CORPORATION,2023-01-01,2033-06-30,3150012905.32,Department of Defense,Department of the Air Force,DELIVERY ORDER,,,,,TX,USA,1173,department-of-defense,CONT_AWD_FA820523F0501_9700_FA820518D0001_9700
309505517,N0002413C2128,ELECTRIC BOAT CORPORATION,2012-12-21,2022-01-11,3145999614.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,CT,USA,1173,department-of-defense,CONT_AWD_N0002413C2128_9700_-NONE-_-NONE-
298615346,FA880810C0001,THE BOEING COMPANY,2010-08-19,2028-09-30,3127786036.39,Department of Defense,Department of the Air Force,DEFINITIVE CONTRACT,,,,,CA,USA,1173,department-of-defense,CONT_AWD_FA880810C0001_9700_-NONE-_-NONE-
295476141,DEAC0506OR23177,"JEFFERSON SCIENCE ASSOCIATES, LLC",2006-04-17,2026-05-31,3122899691.31,Department of Energy,Department of Energy,DEFINITIVE CONTRACT,,,,,VA,USA,930,department-of-energy,CONT_AWD_DEAC0506OR23177_8900_-NONE-_-NONE-
307243147,HQ027610C0001,LOCKHEED MARTIN CORPORATION,2009-10-01,2022-12-31,3095877436.03,Department of Defense,Missile Defense Agency,DEFINITIVE CONTRACT,,,,,NJ,USA,1173,department-of-defense,CONT_AWD_HQ027610C0001_9700_-NONE-_-NONE-
311476429,NSFDACS1219442,"LEIDOS, INC.",2011-12-23,2026-09-30,3088721029.93,National Science Foundation,National Science Foundation,DEFINITIVE CONTRACT,,,,,,ATA,655,national-science-foundation,CONT_AWD_NSFDACS1219442_4900_-NONE-_-NONE-
295531863,DESC0014664,"OAK RIDGE ASSOCIATED UNIVERSITIES, INCORPORATED",2016-03-10,2026-09-30,3083020287.15,Department of Energy,Department of Energy,DEFINITIVE CONTRACT,,,,,TN,USA,930,department-of-energy,CONT_AWD_DESC0014664_8900_-NONE-_-NONE-
310808227,N6274223F4007,DRAGADOS/HAWAIIAN DREDGING/ORION JV,2023-03-31,2027-09-30,3071962135.15,Department of Defense,Department of the Navy,DELIVERY ORDER,,,,,HI,USA,1173,department-of-defense,CONT_AWD_N6274223F4007_9700_N6274222D1311_9700
348947726,W31P4Q18C0049,LOCKHEED MARTIN CORPORATION,2018-04-27,2023-09-06,3058790659.63,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,,,,TX,USA,1173,department-of-defense,CONT_AWD_W31P4Q18C0049_9700_-NONE-_-NONE-
291816084,80MSFC20C0034,SPACE EXPLORATION TECHNOLOGIES CORP.,2020-05-13,2027-12-06,3044069154.73,National Aeronautics and Space Administration,National Aeronautics and Space Administration,DEFINITIVE CONTRACT,,,,,CA,USA,862,national-aeronautics-and-space-administration,CONT_AWD_80MSFC20C0034_8000_-NONE-_-NONE-
309506841,N0002417C2105,HUNTINGTON INGALLS INC,2017-09-01,2021-08-13,3038709104.53,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,VA,USA,1173,department-of-defense,CONT_AWD_N0002417C2105_9700_-NONE-_-NONE-
311405785,NNK17MA01T,SPACE EXPLORATION TECHNOLOGIES CORP.,2016-12-30,2030-12-31,3029850123.69,National Aeronautics and Space Administration,National Aeronautics and Space Administration,DELIVERY ORDER,,,,,FL,USA,862,national-aeronautics-and-space-administration,CONT_AWD_NNK17MA01T_8000_NNK14MA74C_8000
309494367,N0001914C0050,SIKORSKY AIRCRAFT CORPORATION,2014-05-07,2026-12-31,3010046248.88,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,CT,USA,1173,department-of-defense,CONT_AWD_N0001914C0050_9700_-NONE-_-NONE-
309508743,N0002419C2115,"BECHTEL PLANT MACHINERY, INC.",2018-11-30,2033-09-30,3004573964.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,PA,USA,1173,department-of-defense,CONT_AWD_N0002419C2115_9700_-NONE-_-NONE-
309518482,N0002498C2107,HUNTINGTON INGALLS INC,1998-02-06,2005-03-25,3003693920.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,VA,USA,1173,department-of-defense,CONT_AWD_N0002498C2107_9700_-NONE-_-NONE-
309506503,N0002416C2431,HUNTINGTON INGALLS INCORPORATED,2015-12-04,2025-12-30,2997306665.94,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,MS,USA,1173,department-of-defense,CONT_AWD_N0002416C2431_9700_-NONE-_-NONE-
309514562,N0002424C2115,"BECHTEL PLANT MACHINERY, INC.",2023-12-21,2035-09-30,2975601797.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,PA,USA,1173,department-of-defense,CONT_AWD_N0002424C2115_9700_-NONE-_-NONE-
291817637,80NM0018F0615,CALIFORNIA INSTITUTE OF TECHNOLOGY,2018-10-01,2028-09-30,2967633551.98,National Aeronautics and Space Administration,National Aeronautics and Space Administration,DELIVERY ORDER,,,,,CA,USA,862,national-aeronautics-and-space-administration,CONT_AWD_80NM0018F0615_8000_80NM0018D0004_8000
309509779,N0002420C2300,MARINETTE MARINE CORPORATION,2020-04-30,2034-05-31,2957440821.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,WI,USA,1173,department-of-defense,CONT_AWD_N0002420C2300_9700_-NONE-_-NONE-
293079280,AIDOAATO1500009,"CHEMONICS INTERNATIONAL, INC.",2015-04-20,2026-11-28,2925878093.79,Agency for International Development,Agency for International Development,DELIVERY ORDER,,,,,DC,USA,801,agency-for-international-development,CONT_AWD_AIDOAATO1500009_7200_AIDOAAI1500004_7200
298553931,FA861512C6016,LOCKHEED MARTIN CORPORATION,2012-09-28,2026-12-31,2881255653.08,Department of Defense,Department of the Air Force,DEFINITIVE CONTRACT,,,,,TX,USA,1173,department-of-defense,CONT_AWD_FA861512C6016_9700_-NONE-_-NONE-
309521543,N0003024C0100,LOCKHEED MARTIN CORPORATION,2024-09-12,2030-09-30,2876623988.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,FL,USA,1173,department-of-defense,CONT_AWD_N0003024C0100_9700_-NONE-_-NONE-
349046854,W56HZV17C0001,BAE SYSTEMS LAND & ARMAMENTS L.P.,2017-03-31,2030-09-30,2875232202.19,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,,,,PA,USA,1173,department-of-defense,CONT_AWD_W56HZV17C0001_9700_-NONE-_-NONE-
309493803,N0001907C0097,LOCKHEED MARTIN CORPORATION,2007-07-27,2016-07-06,2870976998.8,Department of Defense,Defense Contract Management Agency,DEFINITIVE CONTRACT,,,,,TX,USA,1173,department-of-defense,CONT_AWD_N0001907C0097_9700_-NONE-_-NONE-
309441819,MSFC0199911DNAS800016,LOCKHEED MARTIN CORP,2000-10-27,2013-02-28,2870112487.23,National Aeronautics and Space Administration,National Aeronautics and Space Administration,DEFINITIVE CONTRACT,,,,,LA,USA,862,national-aeronautics-and-space-administration,CONT_AWD_MSFC0199911DNAS800016_8000_-NONE-_-NONE-
348947359,W31P4Q17C0006,LOCKHEED MARTIN CORPORATION,2016-12-22,2025-03-31,2853603995.4,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,,,,TX,USA,1173,department-of-defense,CONT_AWD_W31P4Q17C0006_9700_-NONE-_-NONE-
353642263,70B01C26F00000017,FISHER SAND & GRAVEL CO,2025-12-17,2028-08-31,2832999611.7,Department of Homeland Security,U.S. Customs and Border Protection,DELIVERY ORDER,,,,,AZ,USA,766,department-of-homeland-security,CONT_AWD_70B01C26F00000017_7014_70B01C26D00000012_7014
295520272,DEEM0001971,NUCLEAR WASTE PARTNERSHIP LLC,2012-04-19,2023-02-03,2823678826.78,Department of Energy,Department of Energy,DEFINITIVE CONTRACT,,,,,NM,USA,930,department-of-energy,CONT_AWD_DEEM0001971_8900_-NONE-_-NONE-
309506849,N0002417C2301,"AUSTAL USA, LLC",2017-06-23,2030-09-30,2809873984.4,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,AL,USA,1173,department-of-defense,CONT_AWD_N0002417C2301_9700_-NONE-_-NONE-
298497231,FA850512C0001,THE BOEING COMPANY,2012-06-22,2021-04-30,2806532949.46,Department of Defense,Department of the Air Force,DEFINITIVE CONTRACT,,,,,TX,USA,1173,department-of-defense,CONT_AWD_FA850512C0001_9700_-NONE-_-NONE-
309498669,N0001923C0030,RTX CORPORATION,2023-09-28,2028-12-31,2803077022.26,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,CT,USA,1173,department-of-defense,CONT_AWD_N0001923C0030_9700_-NONE-_-NONE-
348951031,W31P4Q24F0165,LOCKHEED MARTIN CORPORATION,2024-07-01,2028-11-30,2801151369.39,Department of Defense,Department of the Army,DELIVERY ORDER,,,,,TX,USA,1173,department-of-defense,CONT_AWD_W31P4Q24F0165_9700_W31P4Q23D0003_9700
